scope,song,genre,level,bpm,kind,seg_index,start_bar,end_bar,function,label_ja,n_bars,notes_total,n_events,align_err_ms,phi_star_ms,offset_delta_ms,spearman_raw,spearman_smooth,spearman_weighted,pearson_smooth,peak_err_bars,boundary_hit_tol1,boundary_hit_tol2,d_bar_mean,I_mean,suggested_notes,floor_fit,mae_notes,bias_notes,song_kind,seg_voiced,onset_ratio_vd,plan_v02,accent_stems,plan_primary,plan_secondary,best_stem,best_recall,second_stem,second_recall,best_stem_lift,best_lift,plan_agree,plan_agree_top2,plan_agree_lift,recall_drums,recall_bass,recall_other,recall_vocals,prec_vocals,lift_drums,lift_bass,lift_other,lift_vocals,none_share,pool_precision,ending_label,tail_ratio,section_spearman,n_segments,seg_best_drums,seg_best_other,seg_best_vocals,seg_best_bass,seg_plan_agree,seg_plan_agree_top2
song,Xevel,オンゲキ＆CHUNITHM,14.3,176.0,,,,,,,98,1169,897,0.0,2.5,7.6,0.293,0.244,0.303,0.517,64,0.0,0.5,11.929,,10.032,-0.294,4.657,-3.308,instrumental,,,,,,,,,,,,,,,,0.642,0.214,0.417,0.108,0.59,2.478,1.947,1.552,1.468,0.186,0.693,tail_kill,1.32,0.685,10,8,2,0,0,0.8,1.0
song,YU-MU,東方Project,13.2,160.0,,,,,,,66,576,365,0.0,-2.5,-7.74,0.198,-0.029,-0.009,0.337,38,0.25,0.25,8.727,,7.935,0.492,2.918,-2.449,vocal,,,,,,,,,,,,,,,,0.386,0.227,0.142,0.192,0.56,2.939,2.302,1.68,2.59,0.34,0.565,tail_kill,1.046,-0.4,4,2,0,1,1,0.5,0.75
song,awake,ゲーム＆バラエティ,13.2,170.0,,,,,,,56,391,281,0.0,17.5,7.93,0.183,0.032,0.042,0.607,36,0.25,0.5,6.982,,7.468,-0.552,2.064,-0.637,vocal,,,,,,,,,,,,,,,,0.794,0.687,0.402,0.203,0.407,3.332,3.271,2.931,1.978,0.025,0.54,tail_kill,1.307,0.2,4,2,0,0,2,0.5,1.0
song,connecting with you,maimai,13.2,155.0,,,,,,,91,850,564,0.0,-2.5,9.62,0.678,0.594,0.515,0.728,60,0.75,0.75,9.341,,8.191,0.204,3.458,-3.038,vocal,,,,,,,,,,,,,,,,0.652,0.257,0.31,0.231,0.73,3.046,1.986,1.913,3.124,0.137,0.532,tail_kill,1.392,0.7,9,7,0,2,0,0.778,1.0
song,maiム・maiム feat.週刊少年マガジン,maimai,13.2,140.0,,,,,,,72,684,431,0.0,7.5,9.32,0.132,0.061,-0.03,0.098,4,0.5,0.75,9.5,,9.069,0.805,3.461,-2.61,vocal,,,,,,,,,,,,,,,,0.793,0.123,0.712,0.197,0.436,3.417,1.844,3.406,2.152,0.095,0.54,other,0.882,0.182,11,9,2,0,0,0.909,1.0
song,sweet little sister,東方Project,13.4,168.0,,,,,,,87,617,440,0.0,5.0,9.06,0.281,0.358,0.267,0.21,4,0.5,0.5,7.092,,8.608,0.565,2.345,-0.657,vocal,,,,,,,,,,,,,,,,0.868,0.052,0.393,0.295,0.855,3.075,1.188,1.714,4.082,0.048,0.446,tail_kill,1.516,0.193,9,7,2,0,0,0.778,1.0
song,taboo tears you up,東方Project,13.4,180.0,,,,,,,103,937,604,0.0,-10.0,-8.54,0.408,0.369,0.315,0.411,36,0.75,0.75,9.097,,8.173,0.71,3.665,-3.166,vocal,,,,,,,,,,,,,,,,0.556,0.205,0.272,0.277,0.46,2.766,2.012,2.15,1.868,0.21,0.567,other,0.852,0.621,11,8,2,1,0,0.727,0.818
song,【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】,東方Project,13.4,168.0,,,,,,,97,851,522,0.0,5.0,7.97,0.348,0.391,0.344,0.383,58,0.0,0.5,8.773,,8.757,0.163,2.494,-1.671,vocal,,,,,,,,,,,,,,,,0.661,0.079,0.259,0.299,0.415,3.11,1.096,1.701,1.97,0.126,0.457,other,0.912,0.685,10,9,0,1,0,0.9,1.0
song,おこちゃま戦争,niconico＆ボーカロイド,13.3,175.0,,,,,,,86,740,575,0.0,5.0,7.63,0.5,0.478,0.516,0.566,4,0.0,0.0,8.605,,8.407,0.477,2.332,-1.924,vocal,,,,,,,,,,,,,,,,0.654,0.308,0.259,0.197,0.739,2.882,2.521,1.54,2.595,0.118,0.612,tail_kill,1.162,0.9,9,7,2,0,0,0.778,1.0
song,おちゃめ機能,niconico＆ボーカロイド,13.6,150.0,,,,,,,56,499,441,0.0,-2.5,12.26,-0.072,0.031,0.039,0.164,4,0.0,0.0,8.911,,9.808,0.608,1.625,-1.322,vocal,,,,,,,,,,,,,,,,0.757,0.254,0.318,0.225,0.623,2.635,3.109,1.798,2.185,0.098,0.596,other,0.828,0.714,6,5,1,0,0,0.833,1.0
song,しねばいいのに,niconico＆ボーカロイド,13.0,138.0,,,,,,,65,479,258,0.0,-25.0,2.46,0.424,0.514,0.481,0.348,28,0.25,0.75,7.369,,9.2,-0.725,4.344,0.671,vocal,,,,,,,,,,,,,,,,0.659,0.167,0.636,0.302,0.401,2.556,0.821,2.205,3.075,0.101,0.249,tail_kill,2.392,0.643,8,6,2,0,0,0.875,1.0
song,すーぱーぬこになりたい,niconico＆ボーカロイド,13.7,194.0,,,,,,,96,897,600,0.0,-7.5,6.04,0.042,0.062,0.015,-0.064,6,0.25,0.5,9.344,,7.584,1.379,3.55,-3.397,vocal,,,,,,,,,,,,,,,,0.733,0.127,0.138,0.202,0.658,2.824,1.787,1.753,2.249,0.173,0.642,tail_kill,1.258,0.017,9,9,0,0,0,1.0,1.0
song,どういうことなの！？,niconico＆ボーカロイド,13.4,175.0,,,,,,,84,594,441,0.0,5.0,7.25,0.082,0.086,0.18,0.117,12,0.75,1.0,7.071,,8.451,0.709,2.34,-0.415,vocal,,,,,,,,,,,,,,,,0.723,0.277,0.27,0.213,0.746,3.016,2.808,3.244,3.321,0.163,0.622,other,0.972,0.167,9,7,1,0,1,0.778,1.0
song,どうしてこうなった,niconico＆ボーカロイド,13.7,180.0,,,,,,,101,934,700,0.0,0.0,8.47,0.359,0.126,0.177,0.17,46,0.75,0.75,9.248,,8.173,0.812,3.402,-2.615,vocal,,,,,,,,,,,,,,,,0.873,0.254,0.131,0.151,0.555,2.823,2.363,1.903,1.839,0.067,0.676,tail_kill,1.216,0.14,12,11,1,0,0,0.917,1.0
song,にじよめちゃん体操第一億,POPS＆アニメ,13.8,120.0,,,,,,,50,469,232,0.0,-17.5,-29.93,0.01,-0.141,-0.243,0.134,28,0.25,0.5,9.38,,12.959,0.551,3.269,1.5,vocal,,,,,,,,,,,,,,,,0.806,0.353,0.272,0.276,0.352,4.409,3.557,3.728,2.462,0.142,0.408,other,0.853,0.7,5,4,1,0,0,0.8,1.0
song,ぽっぴっぽー,niconico＆ボーカロイド,13.3,150.0,,,,,,,61,507,404,0.0,0.0,3.43,0.082,-0.004,-0.074,0.047,48,0.75,0.75,8.311,,9.808,0.808,3.026,-2.797,vocal,,,,,,,,,,,,,,,,0.646,0.282,0.428,0.441,0.777,2.201,3.153,1.919,3.304,0.027,0.461,tail_kill,1.354,-0.647,8,6,0,2,0,0.75,0.875
song,アンハッピーリフレイン,niconico＆ボーカロイド,13.4,205.0,,,,,,,94,756,527,0.0,7.5,9.6,0.561,0.407,0.403,0.479,2,0.25,0.5,8.043,,7.177,0.215,2.089,-1.672,vocal,,,,,,,,,,,,,,,,0.689,0.184,0.173,0.156,0.55,2.711,2.291,2.191,1.974,0.195,0.615,other,0.777,0.714,6,5,1,0,0,1.0,1.0
song,アージェントシンメトリー,maimai,13.5,172.0,,,,,,,91,746,467,0.0,7.5,5.37,0.282,0.187,0.161,0.305,18,0.5,0.5,8.198,,8.553,0.231,2.994,-1.082,instrumental,,,,,,,,,,,,,,,,0.585,0.079,0.235,0.199,0.5,3.128,1.316,1.415,2.342,0.178,0.484,tail_kill,1.235,0.491,10,9,1,0,0,0.9,1.0
song,ウサテイ,東方Project,14.0,190.0,,,,,,,81,646,545,0.0,2.5,15.89,0.364,0.327,0.219,0.453,18,0.25,0.5,7.975,,9.019,0.095,1.71,-0.456,vocal,,,,,,,,,,,,,,,,0.756,0.604,0.084,0.229,0.477,2.773,2.679,1.735,1.592,0.081,0.654,tail_kill,1.144,0.643,7,4,0,0,3,0.571,1.0
song,ウッーウッーウマウマ(ﾟ∀ﾟ),POPS＆アニメ,13.4,164.73,,,,,,,66,542,352,0.0,5.0,11.8,0.209,0.16,0.236,0.516,12,0.5,0.5,8.212,,8.931,0.344,1.872,-0.846,vocal,,,,,,,,,,,,,,,,0.812,0.531,0.403,0.378,0.655,3.143,3.023,2.411,3.131,0.08,0.517,tail_kill,1.324,0.4,4,3,1,0,0,1.0,1.0
song,オモイヨシノ,ゲーム＆バラエティ,13.3,168.0,,,,,,,93,675,500,0.0,7.5,5.36,0.284,0.19,0.232,0.209,74,0.25,0.25,7.258,,8.757,0.494,2.716,-0.096,vocal,,,,,,,,,,,,,,,,0.56,0.078,0.406,0.168,0.564,3.109,1.551,3.212,2.555,0.182,0.608,other,0.982,0.2,9,6,2,1,0,0.667,1.0
song,ガチャガチャきゅ～と・ふぃぎゅ@メイト,POPS＆アニメ,13.2,178.0,,,,,,,92,690,395,0.0,10.0,6.71,0.16,0.293,0.297,0.336,16,0.5,0.75,7.5,,7.133,0.548,2.467,-1.797,vocal,,,,,,,,,,,,,,,,0.828,0.521,0.261,0.327,0.496,3.424,3.256,2.208,2.735,0.048,0.493,tail_kill,1.067,0.427,11,10,1,0,0,0.909,1.0
song,キミノヨゾラ哨戒班,niconico＆ボーカロイド,13.0,185.0,,,,,,,90,741,535,0.0,0.0,4.84,0.547,0.438,0.529,0.443,0,0.25,0.75,8.233,,6.863,0.597,3.026,-2.732,vocal,,,,,,,,,,,,,,,,0.703,0.234,0.355,0.144,0.558,3.207,2.22,2.904,2.08,0.071,0.745,tail_kill,1.123,0.732,8,6,2,0,0,0.875,1.0
song,キレキャリオン,niconico＆ボーカロイド,13.1,170.0,,,,,,,86,715,446,0.0,-5.0,7.18,0.411,0.326,0.347,0.379,2,0.5,0.5,8.314,,7.468,0.35,3.337,-2.513,vocal,,,,,,,,,,,,,,,,0.785,0.052,0.092,0.24,0.594,3.618,1.439,2.045,2.787,0.152,0.618,tail_kill,1.353,0.286,8,8,0,0,0,1.0,1.0
song,ギリギリ最強あいまいみー！,POPS＆アニメ,13.7,185.0,,,,,,,79,755,448,0.0,-7.5,1.23,0.149,0.149,0.192,0.273,2,0.5,0.75,9.557,,7.952,0.429,3.488,-2.556,vocal,,,,,,,,,,,,,,,,0.667,0.228,0.047,0.268,0.553,2.878,2.96,1.574,2.219,0.19,0.615,other,0.994,0.31,9,9,0,0,0,1.0,1.0
song,クノイチでも恋がしたい,niconico＆ボーカロイド,13.4,185.0,,,,,,,101,855,516,0.0,2.5,3.7,0.58,0.44,0.359,0.335,14,0.5,1.0,8.465,,7.952,0.57,2.404,-1.676,vocal,,,,,,,,,,,,,,,,0.814,0.089,0.134,0.234,0.738,3.207,2.312,1.566,3.21,0.108,0.598,other,0.915,0.774,11,10,1,0,0,0.909,1.0
song,コトバ・カラフル,ゲーム＆バラエティ,13.7,169.0,,,,,,,60,575,310,0.0,-5.0,5.42,-0.072,-0.131,-0.09,0.33,36,0.25,0.5,9.583,,8.705,0.433,2.657,-1.975,vocal,,,,,,,,,,,,,,,,0.848,0.413,0.468,0.284,0.677,3.513,2.341,3.13,3.193,0.032,0.6,other,0.887,0.0,7,7,0,0,0,1.0,1.0
song,ジンギスカン,POPS＆アニメ,13.3,150.0,,,,,,,81,752,472,0.0,-2.5,-0.27,-0.072,-0.223,-0.081,-0.003,16,1.0,1.0,9.284,,9.808,0.951,2.797,-1.759,vocal,,,,,,,,,,,,,,,,0.725,0.127,0.267,0.489,0.565,3.518,2.749,2.784,2.805,0.104,0.628,tail_kill,1.279,0.056,12,11,0,1,0,0.917,0.917
song,ジングルベル,maimai,14.4,100.0,,,,,,,38,648,545,0.0,-2.5,4.54,-0.051,0.021,-0.183,0.071,6,0.5,0.5,17.053,,18.48,0.792,3.903,-2.723,vocal,,,,,,,,,,,,,,,,0.539,0.077,0.237,0.053,0.583,2.416,1.878,2.1,1.667,0.367,0.714,tail_kill,1.114,0.0,4,4,0,0,0,0.75,1.0
song,ストリーミングハート,niconico＆ボーカロイド,13.3,210.0,,,,,,,114,742,530,0.0,2.5,3.72,0.364,0.489,0.471,0.373,16,0.25,0.25,6.509,,7.006,0.249,1.995,-1.124,vocal,,,,,,,,,,,,,,,,0.489,0.151,0.215,0.262,0.623,2.805,2.348,2.585,2.665,0.211,0.57,other,0.787,0.833,8,6,2,0,0,1.0,1.0
song,セガサターン起動音[H.][Remix],ゲーム＆バラエティ,13.0,148.0,,,,,,,47,368,280,0.0,5.0,12.43,0.203,0.236,-0.033,-0.356,22,0.25,0.25,7.83,,8.578,1.891,2.661,-0.702,instrumental,,,,,,,,,,,,,,,,0.604,0.25,0.15,0.232,0.371,2.356,2.07,2.081,1.768,0.296,0.377,other,0.814,0.2,4,4,0,0,0,1.0,1.0
song,ソーラン☆節,maimai,13.4,145.0,,,,,,,54,414,333,0.0,2.5,4.43,0.443,0.402,0.372,0.5,0,0.25,0.5,7.667,,10.146,-0.236,2.506,0.816,vocal,,,,,,,,,,,,,,,,0.742,0.129,0.408,0.168,0.378,2.977,2.396,2.751,1.747,0.147,0.554,tail_kill,1.37,0.464,7,7,0,0,0,0.857,1.0
song,ダンスロボットダンス,niconico＆ボーカロイド,13.3,190.0,,,,,,,113,826,416,0.0,7.5,5.12,0.271,0.346,0.199,0.369,32,0.75,0.75,7.31,,7.743,0.484,2.096,-1.353,vocal,,,,,,,,,,,,,,,,0.772,0.154,0.101,0.303,0.63,3.512,2.104,0.946,3.724,0.113,0.436,other,0.923,0.442,14,14,0,0,0,1.0,1.0
song,デッドレッドガールズ,niconico＆ボーカロイド,13.8,230.0,,,,,,,127,917,617,0.0,-7.5,1.24,0.156,0.267,0.318,0.387,20,1.0,1.0,7.22,,7.45,-0.133,2.325,-0.605,vocal,,,,,,,,,,,,,,,,0.684,0.057,0.092,0.196,0.624,2.835,1.491,1.415,2.315,0.203,0.58,other,0.814,0.675,14,13,1,0,0,0.929,0.929
song,ドーナツホール,niconico＆ボーカロイド,13.6,252.0,,,,,,,143,934,549,0.0,-20.0,-5.75,0.205,0.189,0.059,0.348,120,0.5,1.0,6.531,,5.838,0.628,2.102,-1.852,vocal,,,,,,,,,,,,,,,,0.727,0.169,0.408,0.14,0.546,3.357,2.306,3.074,2.313,0.117,0.56,tail_kill,1.091,0.357,17,14,3,0,0,0.824,1.0
song,ナイト・オブ・ナイツ,東方Project,13.3,180.0,,,,,,,80,675,619,0.0,17.5,17.22,0.297,0.431,0.38,0.524,50,0.5,0.75,8.438,,8.173,0.436,2.739,-2.364,instrumental,,,,,,,,,,,,,,,,0.732,0.38,0.649,0.265,0.641,2.514,2.1,2.686,1.953,0.133,0.729,tail_kill,1.215,0.524,8,5,3,0,0,0.625,1.0
